"","airline","Date","CurrDate","n_day","wk_day","av_price","select","week","tri_d","tp","pred","med","q25","q75"
"232","Alaska Airlines","02/04/2019","2018-12-03",63,"Monday",172.5,1,"9",21,"5",199.828839817351,201.1170259986,165.747224920824,254.03914690903
"233","Alaska Airlines","02/04/2019","2018-12-04",62,"Tuesday",423.21,1,"9",21,"5",201.739944335303,202.114169226622,166.714597713908,259.846731976541
"234","Alaska Airlines","02/04/2019","2018-12-05",61,"Wednesday",420.4,1,"9",20,"5",202.991115317679,202.85635071256,166.384757946002,260.634201425103
"236","Alaska Airlines","02/04/2019","2018-12-07",59,"Friday",198.2,1,"8",20,"5",167.090496382329,166.117629961103,146.324251914131,201.417801391929
"237","Alaska Airlines","02/04/2019","2018-12-08",58,"Saturday",278.2,1,"8",19,"5",180.70868112944,180.493357874164,154.094633306307,224.093395521635
"238","Alaska Airlines","02/05/2019","2018-12-02",65,"Sunday",158.2,1,"9",22,"5",237.248970945797,238.661163422946,189.784546604743,317.318311052613
"241","Alaska Airlines","02/05/2019","2018-12-06",61,"Thursday",256.4,1,"9",20,"5",197.530998830545,197.230090633906,164.584176597083,252.297991937906
"242","Alaska Airlines","02/05/2019","2018-12-07",60,"Friday",256.4,1,"9",20,"5",203.698026772087,202.233645686889,168.774711588588,259.586971321329
"243","Alaska Airlines","02/05/2019","2018-12-08",59,"Saturday",108.2,1,"8",20,"5",199.239305648002,199.404245760684,167.128878911311,252.180758024418
"245","Alaska Airlines","02/06/2019","2018-12-03",65,"Monday",128.2,1,"9",22,"5",183.475140167589,184.088102344523,155.832775435693,229.976266081347
"246","Alaska Airlines","02/06/2019","2018-12-04",64,"Tuesday",128.2,1,"9",21,"5",186.461654633551,186.675387170174,158.215065264319,234.884904209569
"247","Alaska Airlines","02/06/2019","2018-12-05",63,"Wednesday",128.2,1,"9",21,"5",187.215861598415,188.209454006157,158.057906258065,234.887872401155
"250","Alaska Airlines","02/06/2019","2018-12-08",60,"Saturday",198.2,1,"9",20,"5",188.096021933749,186.888803112929,158.498306440495,237.66795642697
"251","Alaska Airlines","02/07/2019","2018-12-02",67,"Sunday",272.4,1,"10",22,"5",204.896693811536,205.95376871846,169.939274273546,263.597321156982
"253","Alaska Airlines","02/07/2019","2018-12-04",65,"Tuesday",244.35,1,"9",22,"5",176.616775162492,176.541475114515,152.879153858601,216.37588237248
"254","Alaska Airlines","02/07/2019","2018-12-05",64,"Wednesday",158.2,1,"9",21,"5",177.931733568619,176.486888116492,152.414922018522,220.118746247724
"255","Alaska Airlines","02/07/2019","2018-12-06",63,"Thursday",272.4,1,"9",21,"5",160.538249543834,160.034988547395,142.360347942005,191.713499404168
"256","Alaska Airlines","02/07/2019","2018-12-07",62,"Friday",272.4,1,"9",21,"5",165.338708851569,165.519107475826,144.720438623159,200.333359999616
"257","Alaska Airlines","02/07/2019","2018-12-08",61,"Saturday",272.4,1,"9",20,"5",177.657727611507,177.703276898604,152.172511326983,219.033104826696
"258","Alaska Airlines","02/08/2019","2018-12-02",68,"Sunday",136.2,1,"10",23,"5",154.179602357769,154.645814402906,137.985210316063,180.258850337246
"259","Alaska Airlines","02/08/2019","2018-12-03",67,"Monday",136.2,1,"10",22,"5",148.982710340237,149.400623986277,135.545901524433,171.140645486895
"260","Alaska Airlines","02/08/2019","2018-12-04",66,"Tuesday",136.2,1,"9",22,"5",142.481374853482,142.526839409227,131.208354538605,160.632313277891
"261","Alaska Airlines","02/08/2019","2018-12-05",65,"Wednesday",218.2,1,"9",22,"5",142.865400467902,142.985039660335,131.446467082631,162.245383804472
"262","Alaska Airlines","02/08/2019","2018-12-06",64,"Thursday",136.2,1,"9",21,"5",134.880078504783,134.730799563512,126.68868113494,148.704344574024
"263","Alaska Airlines","02/08/2019","2018-12-07",63,"Friday",186.495,1,"9",21,"5",136.750793767759,136.414032463683,127.765505693267,151.418484387901
"265","Alaska Airlines","02/09/2019","2018-12-02",69,"Sunday",128.2,1,"10",23,"5",169.377162718919,169.168313236364,148.231465490891,204.714885965651
"266","Alaska Airlines","02/09/2019","2018-12-03",68,"Monday",128.2,1,"10",23,"5",161.015013008424,161.217264818535,142.67672236538,190.473040321285
"267","Alaska Airlines","02/09/2019","2018-12-04",67,"Tuesday",128.2,1,"10",22,"5",162.440120599359,163.228407587085,143.981784985247,193.655009331164
"269","Alaska Airlines","02/09/2019","2018-12-06",65,"Thursday",138.6,1,"9",22,"5",141.510503161162,141.228590817555,130.169162208979,160.304795878056
"270","Alaska Airlines","02/09/2019","2018-12-07",64,"Friday",138.6,1,"9",21,"5",143.506973829515,143.28587669876,131.686112816295,161.825991801546
"271","Alaska Airlines","02/10/2019","2018-12-02",70,"Sunday",136.2,1,"10",23,"5",242.435565681805,242.540226387223,189.466741324138,333.148540788976
"272","Alaska Airlines","02/10/2019","2018-12-03",69,"Monday",136.2,1,"10",23,"5",226.536474601323,226.934167457446,182.555732156473,295.960171035184
"273","Alaska Airlines","02/10/2019","2018-12-04",68,"Tuesday",136.2,1,"10",23,"5",230.118247876534,230.432757438887,183.220166643069,307.706709922346
"275","Alaska Airlines","02/10/2019","2018-12-06",66,"Thursday",136.2,1,"9",22,"5",180.191468327912,180.992654492328,153.685339020613,224.122353327443
"276","Alaska Airlines","02/10/2019","2018-12-07",65,"Friday",136.2,1,"9",22,"5",185.975535918833,186.493504617541,157.96105427515,232.417984001167
"277","Alaska Airlines","02/10/2019","2018-12-08",64,"Saturday",440.666666666667,1,"9",21,"5",205.770456888784,206.490335779468,169.561539049807,262.388180149979
"278","Alaska Airlines","02/11/2019","2018-12-02",71,"Sunday",316.2,1,"10",24,"5",257.162245378612,257.187729630089,201.875399666099,349.911237822753
"279","Alaska Airlines","02/11/2019","2018-12-03",70,"Monday",136.2,1,"10",23,"5",234.770258861851,235.529375659036,187.588564149563,315.060948838413
"280","Alaska Airlines","02/11/2019","2018-12-04",69,"Tuesday",136.2,1,"10",23,"5",239.711354499527,237.661699116929,189.970485023394,320.408951847459
"281","Alaska Airlines","02/11/2019","2018-12-05",68,"Wednesday",136.2,1,"10",23,"5",243.028544886432,242.942440526603,191.291805870773,323.775086313757
"283","Alaska Airlines","02/11/2019","2018-12-07",66,"Friday",198.2,1,"9",22,"5",192.803997527665,192.620428220737,161.884431827481,243.751822806401
"284","Alaska Airlines","02/11/2019","2018-12-08",65,"Saturday",278.2,1,"9",22,"5",214.210504925021,213.824350318924,175.053523978835,277.036265165654
"285","Alaska Airlines","02/12/2019","2018-12-02",72,"Sunday",158.2,1,"10",24,"5",152.718142105679,152.593745251033,137.372957647325,178.370179406612
"286","Alaska Airlines","02/12/2019","2018-12-03",71,"Monday",128.2,1,"10",24,"5",147.863321169191,148.23096260003,134.697747523179,169.814042307445
"287","Alaska Airlines","02/12/2019","2018-12-04",70,"Tuesday",128.2,1,"10",23,"5",149.401685992257,149.613844504607,135.375038915679,171.527374285638
"289","Alaska Airlines","02/12/2019","2018-12-06",68,"Thursday",98.2,1,"10",23,"5",140.08961943675,139.751788793656,129.619758217429,157.08236234228
"290","Alaska Airlines","02/12/2019","2018-12-07",67,"Friday",128.2,1,"10",22,"5",142.557343177303,142.988782149153,131.119189494128,161.82349442862
"291","Alaska Airlines","02/12/2019","2018-12-08",66,"Saturday",128.2,1,"9",22,"5",141.279969766593,141.400232112229,130.395469218854,158.633079338706
"292","Alaska Airlines","02/13/2019","2018-12-02",73,"Sunday",148.2,1,"10",24,"5",166.671398790602,166.124847639914,146.049389913428,202.006654666357
"293","Alaska Airlines","02/13/2019","2018-12-03",72,"Monday",148.2,1,"10",24,"5",157.910264079029,158.140276854531,140.755946009474,186.99029069611
"297","Alaska Airlines","02/13/2019","2018-12-07",68,"Friday",161.933333333333,1,"10",23,"5",152.129452823293,151.658431258468,137.027065660252,176.379415207953
"298","Alaska Airlines","02/13/2019","2018-12-08",67,"Saturday",161.933333333333,1,"10",22,"5",162.494936581764,162.575848584508,143.565573997877,194.013033858039
"300","Alaska Airlines","02/14/2019","2018-12-03",73,"Monday",236.8425,1,"10",24,"5",319.856714333107,318.441354771617,242.598678196457,448.205355142262
"301","Alaska Airlines","02/14/2019","2018-12-04",72,"Tuesday",244.35,1,"10",24,"5",327.162392253357,331.018909466763,242.935094836135,469.346466046238
"304","Alaska Airlines","02/14/2019","2018-12-07",69,"Friday",238.1,1,"10",23,"5",284.692057591508,283.34868561031,218.739533992042,397.955807682615
"305","Alaska Airlines","02/14/2019","2018-12-08",68,"Saturday",128.2,1,"10",23,"5",331.013778231708,330.139092732906,244.808804650409,468.129737355929
"306","Alaska Airlines","02/15/2019","2018-12-02",75,"Sunday",295.5,1,"11",25,"5",369.699918138954,368.155443189447,269.081584313406,535.641993844486
"307","Alaska Airlines","02/15/2019","2018-12-03",74,"Monday",358.8,1,"11",25,"5",331.189239489142,336.504935385106,246.344825075389,472.534688890827
"308","Alaska Airlines","02/15/2019","2018-12-04",73,"Tuesday",379.3025,1,"10",24,"5",381.254296320882,378.95011419643,276.568961629625,554.314754443628
"311","Alaska Airlines","02/15/2019","2018-12-07",70,"Friday",377.47,1,"10",23,"5",326.376225874948,327.469139812468,240.927139833816,456.611573380499
"312","Alaska Airlines","02/15/2019","2018-12-08",69,"Saturday",377.47,1,"10",23,"5",384.467556619597,385.965261142877,278.214774645031,559.012759158031
"313","Alaska Airlines","02/16/2019","2018-12-02",76,"Sunday",1162.5,1,"11",25,"5",472.989579756707,472.762350902105,332.668121915365,700.70659135412
"314","Alaska Airlines","02/16/2019","2018-12-03",75,"Monday",1162.5,1,"11",25,"5",427.292621868711,426.392784646194,306.371887399606,626.063785851205
"317","Alaska Airlines","02/16/2019","2018-12-06",72,"Thursday",357.505,1,"10",24,"5",393.80220835334,391.091046212409,282.889797713295,580.649044082596
"318","Alaska Airlines","02/16/2019","2018-12-07",71,"Friday",357.505,1,"10",24,"5",419.761607635829,416.919936459391,297.379713442912,618.416968020471
"319","Alaska Airlines","02/16/2019","2018-12-08",70,"Saturday",411.3025,1,"10",23,"5",497.002671874678,492.548511151315,346.46924428414,751.483758241362
"320","Alaska Airlines","02/17/2019","2018-12-02",77,"Sunday",728.81,1,"11",26,"5",417.435238402354,416.565411355241,301.101764006077,602.130227200712
"321","Alaska Airlines","02/17/2019","2018-12-03",76,"Monday",728.81,1,"11",25,"5",372.908417517932,371.756367952675,274.889651584733,533.220580180505
"326","Alaska Airlines","02/17/2019","2018-12-08",71,"Saturday",542.6,1,"10",24,"5",444.204169617452,445.304896206022,314.188373153909,667.987865558656
"327","Alaska Airlines","02/18/2019","2018-12-02",78,"Sunday",316.2,1,"11",26,"5",214.683976218893,213.498066779803,176.441035296283,279.142140504488
"328","Alaska Airlines","02/18/2019","2018-12-03",77,"Monday",172.5,1,"11",26,"5",202.094683632115,201.218746880265,167.291261500948,258.818246446379
"330","Alaska Airlines","02/18/2019","2018-12-05",75,"Wednesday",228.92,1,"11",25,"5",207.891785418708,207.676262332268,170.668341285143,265.663073575379
"333","Alaska Airlines","02/18/2019","2018-12-08",72,"Saturday",447.44,1,"10",24,"5",221.310400727385,221.797996623068,178.562893686157,293.666032734686
"334","Alaska Airlines","02/19/2019","2018-12-02",79,"Sunday",158.2,1,"11",26,"5",183.276685269468,183.165445988611,155.682607719898,227.530584461915
"337","Alaska Airlines","02/19/2019","2018-12-06",75,"Thursday",256.4,1,"11",25,"5",161.247638801172,161.18381273189,142.434801176061,191.763153491624
"338","Alaska Airlines","02/19/2019","2018-12-07",74,"Friday",128.2,1,"11",25,"5",163.562702806407,162.922716321582,144.375667633879,195.297108662744
"339","Alaska Airlines","02/19/2019","2018-12-08",73,"Saturday",216.4,1,"10",24,"5",186.74388076952,186.589306928845,157.671811316236,233.101614500201
"340","Alaska Airlines","02/20/2019","2018-12-02",80,"Sunday",256.4,1,"11",27,"5",169.762381747424,169.935001131279,147.995370981077,205.854990445038
"345","Alaska Airlines","02/20/2019","2018-12-07",75,"Friday",256.4,1,"11",25,"5",154.795620249387,154.250265399884,139.097113087521,180.266483796933
"349","Alaska Airlines","02/21/2019","2018-12-04",79,"Tuesday",136.2,1,"11",26,"5",146.472458285273,146.222325760824,133.363921630966,167.709396099405
"350","Alaska Airlines","02/21/2019","2018-12-05",78,"Wednesday",136.2,1,"11",26,"5",146.466210018862,146.696687440314,133.870092265869,167.04920830597
"351","Alaska Airlines","02/21/2019","2018-12-06",77,"Thursday",136.2,1,"11",26,"5",138.726574233019,138.942999205447,129.036723354002,154.604544901297
"352","Alaska Airlines","02/21/2019","2018-12-07",76,"Friday",136.2,1,"11",25,"5",140.614068559816,140.862885217607,129.97102244096,157.654835866251
"357","Alaska Airlines","02/22/2019","2018-12-08",76,"Saturday",148.2,1,"11",25,"5",171.748264896294,171.840697104864,148.886419115979,208.225589293421
"358","Alaska Airlines","02/23/2019","2018-12-02",83,"Sunday",327.133333333333,1,"12",28,"5",194.329563242546,194.164801702994,161.662264097835,247.906462210567
"359","Alaska Airlines","02/23/2019","2018-12-03",82,"Monday",221.2,1,"12",27,"5",182.872760458794,182.638963837499,155.477890857646,228.217653210922
"361","Alaska Airlines","02/23/2019","2018-12-05",80,"Wednesday",218.2,1,"11",27,"5",179.9728894375,180.574233847451,153.94037461505,225.613577193473
"362","Alaska Airlines","02/23/2019","2018-12-06",79,"Thursday",138.6,1,"11",26,"5",162.932437991385,163.445637246996,144.144978117881,194.368393385745
"363","Alaska Airlines","02/23/2019","2018-12-07",78,"Friday",138.6,1,"11",26,"5",166.191066251164,165.74254365281,145.693259631598,200.203018849707
"364","Alaska Airlines","02/23/2019","2018-12-08",77,"Saturday",278.2,1,"11",26,"5",180.32435022333,180.035441613142,154.594832585151,224.036497058806
"366","Alaska Airlines","02/24/2019","2018-12-03",83,"Monday",136.2,1,"12",28,"5",306.414076734389,306.418975879372,232.429533019656,428.371866624691
"367","Alaska Airlines","02/24/2019","2018-12-04",82,"Tuesday",136.2,1,"12",27,"5",319.317860810517,316.608998773566,238.997917996828,446.108402271807
"368","Alaska Airlines","02/24/2019","2018-12-05",81,"Wednesday",152.5,1,"12",27,"5",319.871882433753,318.301323291875,240.411505569896,454.459475305033
"369","Alaska Airlines","02/24/2019","2018-12-06",80,"Thursday",152.5,1,"11",27,"5",251.102623351595,252.123372625731,196.837679079006,336.588013087907
"371","Alaska Airlines","02/24/2019","2018-12-08",78,"Saturday",440.666666666667,1,"11",26,"5",299.847321619394,300.737370941537,228.553843738849,419.683271459047
"375","Alaska Airlines","02/25/2019","2018-12-05",82,"Wednesday",136.2,1,"12",27,"5",223.235048110411,222.24691167012,180.486641993376,293.705650182107
"376","Alaska Airlines","02/25/2019","2018-12-06",81,"Thursday",136.2,1,"12",27,"5",195.887388308403,194.843423080859,163.112140598229,248.281562655235
"377","Alaska Airlines","02/25/2019","2018-12-07",80,"Friday",198.2,1,"11",27,"5",191.689204554481,191.870301242738,161.363806248343,241.053173590078
"378","Alaska Airlines","02/25/2019","2018-12-08",79,"Saturday",278.2,1,"11",26,"5",214.668175222927,213.259206603052,175.272392539295,281.316742406033
"379","Alaska Airlines","02/26/2019","2018-12-02",86,"Sunday",158.2,1,"12",29,"5",233.020094894261,231.040325801073,187.49010363239,308.561067231188
"382","Alaska Airlines","02/26/2019","2018-12-06",82,"Thursday",98.2,1,"12",27,"5",191.716250281255,191.989821376435,162.035410887359,238.53572052505
"383","Alaska Airlines","02/26/2019","2018-12-07",81,"Friday",98.2,1,"12",27,"5",198.773769141466,198.254508633036,165.545004176175,253.388418744804
"384","Alaska Airlines","02/26/2019","2018-12-08",80,"Saturday",108.2,1,"11",27,"5",211.377932797804,211.228926688916,172.680469970946,274.957046775818
"385","Alaska Airlines","02/27/2019","2018-12-02",87,"Sunday",218.2,1,"12",29,"5",147.135705227653,147.234469916805,134.401027647853,169.043395282761
"386","Alaska Airlines","02/27/2019","2018-12-03",86,"Monday",128.2,1,"12",29,"5",142.407386631809,141.963331691538,130.534338328861,161.247485876736
"388","Alaska Airlines","02/27/2019","2018-12-06",83,"Thursday",98.2,1,"12",28,"5",136.112843117067,136.253301497004,127.254282049319,150.767311039553
"389","Alaska Airlines","02/27/2019","2018-12-07",82,"Friday",256.4,1,"12",27,"5",138.061739924129,138.216940805407,128.400651444009,154.096124245834
"390","Alaska Airlines","02/27/2019","2018-12-08",81,"Saturday",256.4,1,"12",27,"5",145.12996813247,144.929365761666,132.844621446781,165.13492896262
"391","Alaska Airlines","02/28/2019","2018-12-03",87,"Monday",330.5,1,"12",29,"5",152.383726745337,152.699584457846,136.826316660432,177.920257986218
"392","Alaska Airlines","02/28/2019","2018-12-04",86,"Tuesday",244.35,1,"12",29,"5",154.52371749752,154.080772640064,138.931392676432,180.149988694061
"393","Alaska Airlines","02/28/2019","2018-12-05",85,"Wednesday",158.2,1,"12",28,"5",155.723384489563,155.853660669591,139.573574113617,183.00633861076
"394","Alaska Airlines","02/28/2019","2018-12-06",84,"Thursday",136.2,1,"12",28,"5",143.796117614832,143.248559648072,131.734142548979,163.499137596756
"395","Alaska Airlines","02/28/2019","2018-12-08",82,"Saturday",128.2,1,"12",27,"5",155.25854139854,155.563796307618,138.8470276487,182.534635333978
"396","Alaska Airlines","03/01/2019","2018-12-02",89,"Sunday",325,1,"13",30,"5",361.353630138743,362.784024188603,265.147687325303,525.286997085404
